international_plan,voice_mail_plan,number_vmail_messages,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,total_net_minutes,total_net_calls,total_net_charge
0,0,0.0,8.4,3.0,2.27,0,541.1999999999999,285.0,56.27
0,1,31.0,13.0,4.0,3.51,0,554.6,304.0,60.03
0,0,0.0,11.2,6.0,3.02,0,551.7,333.0,53.87
0,0,0.0,10.7,4.0,2.89,1,568.8,257.0,54.660000000000004
0,0,0.0,12.0,2.0,3.24,1,605.2,292.0,62.36
1,0,0.0,7.2,3.0,1.94,1,682.4000000000001,279.0,73.1
0,0,0.0,4.1,1.0,1.11,0,659.5,263.0,61.04
0,0,0.0,14.7,4.0,3.97,0,708.9,298.0,74.43
0,0,0.0,13.1,9.0,3.54,2,671.6999999999999,311.0,67.5
0,0,0.0,7.6,7.0,2.05,1,693.6,243.0,61.660000000000004
0,0,0.0,11.5,3.0,3.11,1,495.8,287.0,44.69
0,1,25.0,11.6,4.0,3.13,1,654.0,335.5,66.73
0,0,0.0,10.4,6.0,2.81,1,560.9,296.0,57.03
0,0,0.0,8.2,3.0,2.21,2,508.20000000000005,304.0,47.730000000000004
0,0,0.0,7.2,8.0,1.94,3,574.4,370.0,65.53999999999999
0,1,22.0,9.2,4.0,2.48,2,672.5999999999999,374.0,62.12
0,0,0.0,7.6,2.0,2.05,3,610.8,288.0,62.839999999999996
0,1,40.0,5.9,3.0,1.59,1,460.3,289.0,52.120000000000005
0,1,25.0,11.7,2.0,3.16,2,676.2,284.0,64.77
0,0,0.0,8.9,4.0,2.4,0,708.5,261.0,74.44
0,0,0.0,9.1,5.0,2.46,0,428.79999999999995,303.0,35.010000000000005
0,0,0.0,8.4,4.0,2.27,3,577.1,328.0,54.41
0,0,0.0,9.3,4.0,2.51,2,553.6,296.0,53.769999999999996
1,0,0.0,9.2,3.0,2.48,2,546.1,273.0,52.92
0,0,0.0,6.4,7.0,1.73,1,655.8,253.0,72.86
0,0,0.0,3.25,7.0,0.8899999999999992,1,612.4000000000001,290.0,66.66
0,0,0.0,6.0,5.0,1.62,1,678.1,306.0,68.69
0,0,0.0,8.8,7.0,2.38,4,464.5,309.0,42.32
0,0,0.0,8.6,9.0,2.32,0,709.1,289.0,63.69
0,1,28.0,10.7,5.0,2.89,1,618.9000000000001,359.0,50.349999999999994
1,1,25.0,9.8,3.0,2.65,0,568.5,289.0,55.46
0,0,0.0,13.2,4.0,3.56,0,590.5,312.0,62.75
0,0,0.0,10.1,4.0,2.73,1,484.0,278.0,38.06
0,1,25.0,9.9,3.0,2.67,3,411.0,308.0,43.48
0,0,0.0,11.8,2.0,3.19,2,552.3,342.0,56.71
0,0,0.0,10.0,7.0,2.7,1,596.4,266.0,53.83
0,0,0.0,7.4,6.0,2.0,3,741.6,332.0,70.63
0,1,27.0,8.0,4.0,2.16,1,513.3000000000001,233.0,54.02
0,0,0.0,6.5,4.0,1.76,0,499.09999999999997,301.0,42.11
0,0,0.0,10.8,1.0,2.92,1,599.1,322.0,60.269999999999996
0,0,0.0,6.7,3.0,1.81,2,615.5,267.0,56.83
0,0,0.0,12.9,4.0,3.48,1,602.6999999999999,332.0,61.010000000000005
0,1,36.0,6.9,6.0,1.86,1,679.5,263.0,74.22
1,1,24.0,5.8,4.0,1.57,2,577.0,243.0,50.53
0,0,0.0,8.0,3.0,2.16,2,666.7,302.0,67.11
0,0,0.0,9.0,2.0,2.43,1,521.0,258.0,54.87
0,0,0.0,15.7,2.0,4.24,1,563.8000000000001,293.0,57.53
0,0,0.0,9.8,10.5,2.65,2,602.4000000000001,278.0,63.42999999999999
0,0,0.0,12.6,3.0,3.4,1,752.9,261.0,70.07
0,1,16.0,8.9,2.0,2.4,1,712.1999999999999,295.0,63.17
0,0,0.0,10.3,2.0,2.78,1,655.2,261.0,56.019999999999996
0,0,0.0,11.4,7.0,3.08,1,558.0,275.0,52.55
0,0,0.0,9.0,10.5,2.43,2,733.6,273.0,74.81
0,1,25.0,4.8,3.0,1.3,0,718.8,254.0,63.8
0,1,20.0,10.6,4.0,2.86,4,654.0999999999999,344.0,66.22999999999999
0,1,28.0,10.6,7.0,2.86,1,658.0,321.0,60.72
0,1,34.0,11.6,3.0,3.13,2,613.1,331.0,68.28999999999999
0,0,0.0,10.1,2.0,2.73,3,618.7,249.0,60.349999999999994
0,1,40.0,6.7,2.0,1.81,4,661.7,325.0,61.65
0,0,0.0,7.8,8.0,2.11,2,460.29999999999995,292.0,46.35
0,0,0.0,8.3,2.0,2.24,6,509.1,282.0,43.150000000000006
0,1,37.0,11.7,8.0,3.16,1,555.4,278.0,57.230000000000004
0,1,31.0,12.8,3.0,3.46,2,660.1,272.0,64.39
0,0,0.0,5.6,4.0,1.51,0,611.9,281.0,62.21000000000001
0,0,0.0,12.2,4.0,3.29,1,579.0999999999999,260.0,59.83
0,0,0.0,8.4,3.0,2.27,1,444.7,310.0,39.96
0,0,0.0,11.4,4.0,3.08,1,712.1,278.0,70.81
0,0,0.0,7.9,2.0,2.13,2,510.5,252.0,45.370000000000005
0,0,0.0,13.0,6.0,3.51,2,563.0,291.0,52.05
0,1,24.0,11.5,6.0,3.11,3,547.0999999999999,338.0,50.78999999999999
0,0,0.0,10.5,6.0,2.84,1,518.0999999999999,253.0,53.42
0,1,22.0,8.8,2.0,2.38,1,611.8,318.0,61.42
0,1,36.0,13.7,5.0,3.7,0,489.50000000000006,260.0,53.519999999999996
0,0,0.0,7.7,6.0,2.08,1,526.9,290.0,52.230000000000004
0,0,0.0,14.0,6.0,3.78,2,713.5999999999999,239.0,59.5
0,0,0.0,12.5,1.0,3.38,2,563.4,262.0,45.69
0,0,0.0,11.9,7.0,3.21,4,569.6,327.0,59.900000000000006
1,0,0.0,9.7,2.0,2.62,2,591.7,327.0,60.83
0,0,0.0,7.9,4.0,2.13,0,640.8,274.0,62.07000000000001
0,0,0.0,13.2,10.5,3.56,4,508.0,328.5,44.96
0,0,0.0,8.5,2.0,2.3,1,601.6,278.0,54.37
0,0,0.0,10.8,4.0,2.92,0,501.09999999999997,356.0,50.07
0,0,0.0,8.3,5.0,2.24,2,533.3,269.0,46.69
0,0,0.0,13.1,6.0,3.54,1,432.5,301.0,39.43
0,0,0.0,12.5,3.0,3.38,0,684.2,281.0,67.58999999999999
0,0,0.0,7.3,3.0,1.97,1,562.0,287.0,47.63
0,0,0.0,16.4,5.0,4.43,3,657.7,307.0,72.71
0,0,0.0,11.3,2.0,3.05,3,553.3,334.0,50.72
0,1,17.0,9.1,2.0,2.46,1,623.5,321.0,58.79
0,0,0.0,12.5,4.0,3.38,2,542.9000000000001,275.0,53.449999999999996
0,0,0.0,9.1,8.0,2.46,0,640.9,326.0,68.77
0,0,0.0,5.8,7.0,1.57,2,643.7,292.0,72.64
0,0,0.0,10.5,1.0,2.84,2,546.0,240.0,59.41
0,0,0.0,13.2,1.0,3.56,2,736.0999999999999,332.0,66.69
0,0,0.0,6.4,6.0,1.73,1,456.1,267.0,51.80000000000001
0,1,25.0,13.8,8.0,3.73,2,672.7,286.0,66.13
0,0,0.0,12.7,4.0,3.43,3,678.5,296.0,72.24000000000001
0,0,0.0,6.5,5.0,1.76,2,671.0,281.0,60.88
0,0,0.0,10.9,6.0,2.94,1,592.7,306.0,59.849999999999994
0,0,0.0,10.5,4.0,2.84,3,599.7,274.0,50.36000000000001
0,0,0.0,12.6,2.0,3.4,1,670.8,322.0,62.449999999999996
0,0,0.0,11.1,2.0,3.0,1,626.9000000000001,316.0,59.00999999999999
0,0,0.0,11.3,1.0,3.05,2,751.4,332.0,74.82000000000001
0,0,0.0,9.6,3.0,2.59,3,718.1,264.0,70.47
0,1,29.0,11.0,3.0,2.97,2,540.0,264.0,61.529999999999994
0,0,0.0,9.3,3.0,2.51,1,750.8,332.0,77.05000000000001
0,0,0.0,13.3,6.0,3.59,2,640.2,276.0,62.11000000000001
0,0,0.0,5.8,10.0,1.57,3,598.0,299.0,64.45
0,0,0.0,10.4,7.0,2.81,1,594.1,223.0,72.58
0,0,0.0,12.3,4.0,3.32,1,567.2,294.0,53.54
0,0,0.0,8.7,4.0,2.35,1,713.2,289.0,74.51
0,1,33.0,7.6,4.0,2.05,1,671.6,278.0,68.52
0,1,26.0,9.9,3.0,2.67,1,437.70000000000005,262.0,40.120000000000005
0,0,0.0,9.0,10.5,2.43,1,773.2,322.0,76.99
0,0,0.0,10.0,3.0,2.7,3,506.49999999999994,378.0,47.08
0,0,0.0,8.3,5.0,2.24,0,604.3,318.0,60.39
0,0,0.0,14.3,3.0,3.86,1,654.4000000000001,285.0,64.02000000000001
0,0,0.0,9.1,3.0,2.46,4,586.0,334.0,61.1
0,0,0.0,6.1,6.0,1.65,0,509.09999999999997,359.0,45.97
0,0,0.0,12.0,7.0,3.24,1,630.0,359.0,55.99
0,0,0.0,10.8,4.0,2.92,1,625.2,294.0,63.53
0,0,0.0,9.3,6.0,2.51,1,351.0,309.0,35.370000000000005
0,1,40.0,10.4,7.0,2.81,0,586.6,315.0,51.68
0,1,25.0,8.5,6.0,2.3,3,489.79999999999995,315.0,47.53
0,0,0.0,11.8,10.5,3.19,3,630.9000000000001,267.0,59.68
0,0,0.0,4.0,5.0,1.08,1,595.7,272.0,54.53
0,1,33.0,13.7,4.0,3.7,0,588.7,207.0,57.65
0,0,0.0,8.2,3.0,2.21,5,736.9,309.0,72.48
1,0,0.0,7.8,8.0,2.11,1,596.8,297.0,59.040000000000006
0,0,0.0,17.25,3.0,4.65,1,586.6,335.0,46.31
0,1,34.0,4.9,5.0,1.32,4,560.8,241.0,58.980000000000004
0,0,0.0,9.4,7.0,2.54,3,525.6,299.0,56.099999999999994
0,0,0.0,6.0,3.0,1.62,1,633.8,264.0,70.77
0,0,0.0,15.9,3.0,4.29,3,548.3,270.0,54.089999999999996
0,0,0.0,14.2,2.0,3.83,1,591.7,328.0,57.38
0,0,0.0,12.0,3.0,3.24,2,580.9000000000001,334.0,55.669999999999995
0,0,0.0,7.8,5.0,2.11,0,543.8000000000001,318.0,46.24000000000001
0,0,0.0,10.5,6.0,2.84,1,440.4,255.0,41.239999999999995
0,0,0.0,11.1,4.0,3.0,1,539.3,336.0,49.84
1,0,0.0,8.3,2.0,2.24,3,449.9,339.0,35.86
0,0,0.0,8.5,2.0,2.3,2,556.5,303.0,54.74999999999999
1,1,15.0,8.7,5.0,2.35,5,451.8,312.0,48.71
0,0,0.0,9.5,10.5,2.57,0,437.70000000000005,289.0,45.49
0,0,0.0,8.7,3.0,2.35,0,785.5999999999999,329.0,82.58
0,0,0.0,9.4,10.0,2.54,3,547.9,302.0,50.7
0,0,0.0,9.6,4.0,2.59,3,481.6,247.0,46.59
0,1,30.0,4.6,3.0,1.24,1,507.4,336.0,46.75
0,0,0.0,9.9,2.0,2.67,1,569.2,315.0,61.68
0,1,16.0,12.7,3.0,3.43,2,445.5,329.0,46.1
0,0,0.0,13.2,4.0,3.56,1,513.2,299.0,49.22
0,0,0.0,10.2,6.0,2.75,1,613.5999999999999,340.0,61.83
0,1,33.0,10.8,8.0,2.92,1,547.5,350.0,52.18
0,0,0.0,8.9,5.0,2.4,2,651.2,375.0,57.44
1,0,0.0,9.5,2.0,2.57,1,654.5,319.0,69.67
0,0,0.0,3.25,0.0,0.8899999999999992,0,567.8,240.0,58.589999999999996
0,0,0.0,12.8,5.0,3.46,3,615.1,254.0,63.04
0,0,0.0,7.4,3.0,2.0,1,602.4,244.0,61.89
0,0,0.0,12.8,4.0,3.46,0,558.4,225.0,54.24
0,1,32.0,13.5,5.0,3.65,2,666.6999999999999,232.0,56.150000000000006
0,0,0.0,11.2,3.0,3.02,2,552.0,296.0,48.489999999999995
0,1,26.0,11.5,7.0,3.11,2,540.4,307.0,47.68
0,0,0.0,9.8,2.0,2.65,0,624.2,283.0,65.07
0,1,35.0,3.9,3.0,1.05,0,625.6999999999999,357.0,62.730000000000004
0,1,36.0,11.2,2.0,3.02,3,513.8,255.0,53.449999999999996
1,1,22.0,13.9,10.5,3.75,1,545.7,346.0,55.02
0,0,0.0,11.4,3.0,3.08,1,604.1,252.0,54.089999999999996
0,0,0.0,11.9,4.0,3.21,1,499.0,276.0,50.95
0,1,23.0,10.2,3.0,2.75,1,506.8,319.0,46.98
0,1,22.0,5.6,3.0,1.51,2,524.4,311.0,47.8
0,0,0.0,9.7,4.0,2.62,1,585.7,330.0,55.370000000000005
0,0,0.0,14.6,5.0,3.94,0,496.4,315.0,52.19
1,0,0.0,9.6,2.0,2.59,0,611.8,341.0,57.37
0,0,0.0,8.1,3.0,2.19,6,471.9,254.0,40.28
0,0,0.0,11.7,1.0,3.16,2,486.09999999999997,284.0,49.019999999999996
0,0,0.0,6.0,6.0,1.62,2,555.5,244.0,54.77
1,1,35.0,12.8,3.0,3.46,0,650.2,310.0,59.9
0,0,0.0,9.8,4.0,2.65,0,736.7,355.0,67.17999999999999
0,1,39.0,11.9,6.0,3.21,1,565.0,323.0,56.699999999999996
0,0,0.0,9.3,3.0,2.51,7,482.6,259.0,46.83
0,1,40.0,10.4,2.0,2.81,1,713.0,305.0,77.6
0,0,0.0,10.7,2.0,2.89,1,484.9,347.0,39.55
0,1,39.0,11.2,4.0,3.02,2,583.9000000000001,243.0,60.300000000000004
1,0,0.0,12.6,5.0,3.4,4,760.9,266.0,66.05
0,0,0.0,10.6,6.0,2.86,2,645.1,303.0,62.57000000000001
0,0,0.0,13.9,10.5,3.75,0,376.45000000000005,263.0,38.135
0,0,0.0,3.25,0.0,0.8899999999999992,1,582.1,255.0,46.22
0,0,0.0,11.7,3.0,3.16,2,622.8,258.0,61.22
0,1,40.0,7.1,5.0,1.92,2,510.00000000000006,303.0,44.760000000000005
0,0,0.0,4.6,2.0,1.24,2,573.8,357.0,50.05
1,0,0.0,7.7,3.0,2.08,4,546.8,306.0,65.37
0,0,0.0,10.0,3.0,2.7,3,543.3,265.0,53.54
0,1,33.0,8.1,2.0,2.19,0,766.3,252.0,72.89
0,0,0.0,5.1,3.0,1.38,0,467.4,295.0,37.74
0,0,0.0,7.9,2.0,2.13,3,635.2,327.0,65.12
0,0,0.0,12.9,2.0,3.48,1,516.4,336.0,47.26
0,0,0.0,11.3,3.0,3.05,1,754.3125,313.0,80.6675
0,1,40.0,8.1,3.0,2.19,2,574.6,336.0,60.11
1,0,0.0,11.4,5.0,3.08,1,736.3,310.0,71.74
0,1,24.0,7.9,5.0,2.13,0,750.8,279.0,69.06
0,0,0.0,11.9,3.0,3.21,2,456.00000000000006,291.0,50.76
0,0,0.0,14.6,3.0,3.94,3,677.9000000000001,294.0,61.04
1,0,0.0,11.2,7.0,3.02,2,687.6,260.0,65.15
0,0,0.0,12.2,5.0,3.29,2,601.9,251.0,56.18000000000001
0,0,0.0,7.0,7.0,1.89,2,673.5,367.0,61.64
0,0,0.0,9.8,3.0,2.65,1,560.4,246.0,53.769999999999996
0,1,39.0,7.3,4.0,1.97,1,536.3,291.0,55.959999999999994
0,0,0.0,11.8,7.0,3.19,1,467.1,346.0,50.75
0,0,0.0,10.6,9.0,2.86,1,612.0,307.0,62.3
0,0,0.0,10.7,3.0,2.89,0,517.9,292.0,48.44
0,0,0.0,8.5,5.0,2.3,1,603.7,367.0,58.54
0,1,17.0,11.4,3.0,3.08,5,682.1,341.0,64.49
0,1,31.0,13.2,6.0,3.56,1,594.2,240.0,56.6
0,0,0.0,13.3,7.0,3.59,3,554.0,318.0,50.79
0,0,0.0,10.4,2.0,2.81,4,507.0,315.0,48.82
0,1,31.0,7.9,5.0,2.13,0,681.1,267.0,68.07
0,0,0.0,10.9,4.0,2.94,0,657.7,301.0,60.82
0,0,0.0,8.0,5.0,2.16,0,659.5,337.0,62.2
0,0,0.0,11.8,10.0,3.19,0,709.6,310.0,72.82
0,0,0.0,9.9,3.0,2.67,3,518.3000000000001,296.0,56.559999999999995
0,0,0.0,5.8,3.0,1.57,1,683.1999999999999,236.0,78.02
0,0,0.0,10.2,6.0,2.75,1,612.0,277.0,59.01
0,0,0.0,13.3,10.0,3.59,1,593.5,261.0,61.65
0,0,0.0,14.6,8.0,3.94,0,411.1,340.0,39.38
0,0,0.0,5.7,7.0,1.54,4,654.4,286.0,63.730000000000004
0,0,0.0,10.8,2.0,2.92,2,549.7,270.0,56.89999999999999
0,1,22.0,11.7,2.0,3.16,0,736.2,313.0,78.98
0,0,0.0,13.0,5.0,3.51,1,671.6,271.0,64.92999999999999
0,0,0.0,10.5,7.0,2.84,0,609.7,265.0,60.760000000000005
0,1,28.0,10.0,2.0,2.7,2,545.8,281.0,48.08
0,0,0.0,13.7,3.0,3.7,1,600.5,257.0,54.989999999999995
0,0,0.0,11.8,6.0,3.19,1,713.6,356.0,68.53
0,0,0.0,3.25,0.0,0.8899999999999992,0,632.5,282.0,69.99
0,0,0.0,13.4,5.0,3.62,3,607.0,324.0,59.39
0,0,0.0,9.6,4.0,2.59,1,585.5,314.0,57.46
0,1,36.0,12.0,5.0,3.24,1,596.1,365.0,53.830000000000005
0,0,0.0,10.1,10.5,2.73,3,668.6,268.0,65.56
1,0,0.0,9.7,8.0,2.62,2,716.9,300.0,71.84
0,0,0.0,8.8,2.0,2.38,1,647.2,308.0,61.82
1,1,31.0,13.4,6.0,3.62,1,617.8,266.0,61.260000000000005
0,1,27.0,11.1,2.0,3.0,1,682.3,326.0,63.67
0,0,0.0,12.7,2.0,3.43,1,696.2,336.0,64.49000000000001
0,1,39.0,12.3,2.0,3.32,0,683.3,340.0,56.42
0,1,18.0,10.5,2.0,2.84,2,578.7,265.0,58.5
0,1,23.0,11.3,5.0,3.05,1,552.0,251.0,61.39
0,0,0.0,10.1,4.0,2.73,0,670.4,305.0,67.47
0,1,40.0,8.9,8.0,2.4,3,644.1,309.0,57.82
0,0,0.0,13.3,3.0,3.59,0,502.20000000000005,250.0,45.06999999999999
0,0,0.0,10.6,5.0,2.86,0,645.2,304.0,62.46
0,0,0.0,10.3,1.0,2.78,0,620.6,291.0,58.6
0,0,0.0,10.9,2.0,2.94,0,637.5,296.0,59.42
0,0,0.0,9.7,7.0,2.62,2,539.5,233.0,54.82
0,0,0.0,8.3,3.0,2.24,1,486.4,319.0,52.94
0,0,0.0,15.4,8.0,4.16,3,573.8,331.0,48.480000000000004
0,1,23.0,14.9,3.0,4.02,2,749.7,301.0,74.97
0,1,23.0,9.8,2.0,2.65,0,717.5,293.0,70.34
0,0,0.0,8.7,6.0,2.35,2,576.3,285.0,65.42999999999999
0,1,34.0,12.7,9.0,3.43,5,741.8,273.0,71.63
0,0,0.0,12.3,4.0,3.32,3,590.5,274.0,53.519999999999996
0,0,0.0,3.25,0.0,0.8899999999999992,0,513.4,300.0,44.07
0,0,0.0,9.0,6.0,2.43,2,581.3,259.0,52.330000000000005
0,0,0.0,11.8,4.0,3.19,1,692.0999999999999,299.0,69.36
0,1,33.0,9.7,4.0,2.62,3,609.9,289.0,57.58
0,0,0.0,13.3,3.0,3.59,4,550.4,327.0,48.76
0,1,31.0,12.9,1.0,3.48,1,672.2,306.0,69.32000000000001
0,0,0.0,8.2,4.0,2.21,1,381.0,327.0,33.92
1,0,0.0,3.25,6.0,0.8899999999999992,1,641.5,332.0,63.25999999999999
0,0,0.0,8.5,3.0,2.3,2,654.5,386.0,57.49
0,0,0.0,3.25,4.0,0.8899999999999992,1,698.0,328.0,67.46000000000001
0,1,30.0,8.6,1.0,2.32,1,514.8,307.0,47.010000000000005
0,1,40.0,12.1,4.0,3.27,2,580.1,300.0,56.540000000000006
0,0,0.0,8.4,3.0,2.27,1,459.59999999999997,353.0,47.11
0,0,0.0,14.2,4.0,3.83,1,470.6,232.0,50.68
0,0,0.0,9.0,7.0,2.43,2,670.2,279.0,60.59
0,0,0.0,8.8,4.0,2.38,2,507.6,294.0,49.93
0,1,40.0,9.2,3.0,2.48,3,623.6,308.0,64.77000000000001
0,0,0.0,9.2,2.0,2.48,1,636.2,322.0,64.33
0,0,0.0,13.4,3.0,3.62,1,494.2,303.0,51.870000000000005
0,0,0.0,12.1,6.0,3.27,5,500.0,253.0,46.37
0,0,0.0,13.6,6.0,3.67,1,536.2,271.0,50.5
0,0,0.0,12.7,1.0,3.43,3,599.9,306.0,53.300000000000004
0,1,32.0,16.6,3.0,4.48,0,451.0,335.0,38.33
0,0,0.0,11.5,4.0,3.11,4,626.7,288.0,53.46
0,0,0.0,13.3,2.0,3.59,1,599.2,339.0,62.08
0,0,0.0,10.5,4.0,2.84,0,355.15000000000003,321.0,38.585
0,0,0.0,9.8,5.0,2.65,2,748.0,352.0,77.04
0,0,0.0,13.4,2.0,3.62,0,490.7,337.0,47.4
0,0,0.0,10.1,5.0,2.73,2,495.20000000000005,385.0,41.69
0,1,35.0,8.8,2.0,2.38,2,686.2,331.5,61.63999999999999
0,0,0.0,8.2,3.0,2.21,1,641.2,287.0,63.94
1,0,0.0,10.9,4.0,2.94,1,583.5999999999999,362.0,57.790000000000006
0,1,40.0,14.1,7.0,3.81,2,607.5,280.0,57.459999999999994
0,0,0.0,7.2,2.0,1.94,4,700.5,308.0,67.43
1,0,0.0,12.4,4.0,3.35,0,690.0999999999999,302.0,64.28
0,1,22.0,8.5,3.0,2.3,0,470.5,287.0,49.309999999999995
0,0,0.0,10.5,5.0,2.84,4,633.2,283.0,58.99
0,0,0.0,8.2,6.0,2.21,7,593.7,299.0,56.29
0,1,27.0,7.0,2.0,1.89,2,627.0,276.0,62.17999999999999
0,0,0.0,16.1,4.0,4.35,3,562.0,278.0,54.08
0,0,0.0,11.2,7.0,3.02,2,476.6,314.0,47.5
0,0,0.0,8.3,2.0,2.24,1,437.5,266.0,43.53
0,0,0.0,10.9,5.0,2.94,1,779.9999999999999,315.0,79.24
0,0,0.0,11.7,3.0,3.16,3,628.0,314.0,55.63
0,0,0.0,10.3,6.0,2.78,1,631.2,277.0,62.64
1,0,0.0,13.4,1.0,3.62,3,502.7,330.0,47.33
0,1,26.0,9.0,9.0,2.43,1,653.6,394.0,69.33
0,1,38.0,10.3,2.0,2.78,1,536.5,311.0,58.86
0,0,0.0,11.9,3.0,3.21,4,484.70000000000005,260.0,43.7
0,0,0.0,9.2,3.0,2.48,5,525.4,315.0,54.080000000000005
0,0,0.0,12.2,6.0,3.29,1,610.5,291.0,59.89
0,0,0.0,17.25,6.0,4.65,1,645.5,315.0,69.47
0,0,0.0,11.6,3.0,3.13,4,497.9,257.0,41.989999999999995
0,0,0.0,7.6,3.0,2.05,3,668.0,278.0,63.71
1,0,0.0,11.1,6.0,3.0,1,593.5,322.0,57.85
0,1,27.0,13.8,4.0,3.73,1,566.5999999999999,304.0,61.28999999999999
0,1,38.0,16.1,6.0,4.35,0,648.3000000000001,326.0,67.28999999999999
0,1,22.0,15.7,5.0,4.24,2,674.0,303.0,59.68000000000001
0,1,33.0,10.6,3.0,2.86,2,477.5,339.0,53.56
0,0,0.0,10.0,3.0,2.7,0,544.8,278.0,58.21
0,1,33.0,5.9,2.0,1.59,2,661.6999999999999,345.5,55.87
0,0,0.0,15.9,2.0,4.29,2,506.7,242.0,46.050000000000004
0,1,20.0,12.3,3.0,3.32,4,646.4,305.0,66.75
0,1,40.0,9.5,3.0,2.57,0,585.9,293.0,50.44
0,0,0.0,9.7,5.0,2.62,0,471.90000000000003,226.0,53.6
0,1,25.0,13.1,2.0,3.54,2,490.0,262.0,51.169999999999995
0,0,0.0,8.9,3.0,2.4,3,480.6,333.0,45.04
0,0,0.0,15.2,6.0,4.1,5,610.4,283.0,69.7
0,1,38.0,9.7,1.0,2.62,3,407.35,381.5,38.375
0,0,0.0,12.0,6.0,3.24,2,374.20000000000005,399.5,31.08
0,1,27.0,9.3,2.0,2.51,1,472.7,342.0,45.41
0,0,0.0,13.0,7.0,3.51,1,611.9000000000001,348.0,60.93
0,1,23.0,12.6,3.0,3.4,2,531.8,272.0,51.809999999999995
0,0,0.0,10.7,5.0,2.89,1,496.79999999999995,327.0,49.86
0,0,0.0,7.8,3.0,2.11,2,636.9,302.0,63.0
0,0,0.0,7.8,4.0,2.11,1,612.6,307.0,59.9
0,1,23.0,11.2,3.0,3.02,4,542.4,322.0,55.68
0,0,0.0,7.3,3.0,1.97,4,658.1,299.0,74.22
0,0,0.0,8.6,5.0,2.32,1,573.5,248.0,56.699999999999996
0,0,0.0,9.4,5.0,2.54,4,667.3000000000001,232.0,69.56
0,0,0.0,10.1,5.0,2.73,1,664.5,247.0,64.15
0,0,0.0,14.1,4.0,3.81,6,581.2,325.0,57.72
0,0,0.0,14.7,4.0,3.97,1,547.0,315.0,49.78
0,0,0.0,10.3,1.0,2.78,0,806.6999999999999,250.0,77.33000000000001
0,0,0.0,10.7,2.0,2.89,1,511.2,318.0,52.57
0,1,35.0,8.5,2.0,2.3,1,504.1,298.0,48.959999999999994
0,0,0.0,7.6,1.0,2.05,2,587.9,308.0,51.01
0,0,0.0,14.2,3.0,3.83,5,611.3,308.0,59.309999999999995
0,0,0.0,9.1,3.0,2.46,4,383.0,277.0,32.38
0,0,0.0,6.1,5.0,1.65,0,613.3,321.0,60.96999999999999
0,0,0.0,6.6,4.0,1.78,1,578.1,298.0,56.94
0,0,0.0,4.6,4.0,1.24,1,542.8,315.0,47.28
0,0,0.0,9.3,5.0,2.51,0,504.9,335.0,44.32
0,0,0.0,11.5,6.0,3.11,5,572.4000000000001,359.0,62.300000000000004
0,0,0.0,10.3,3.0,2.78,1,778.1999999999999,306.0,79.51
0,1,28.0,6.9,3.0,1.86,1,693.1,277.0,69.57
1,1,23.0,10.8,7.0,2.92,1,722.2,227.0,74.9
0,0,0.0,11.5,10.0,3.11,3,466.70000000000005,321.0,44.96
0,0,0.0,3.3,3.0,0.89,1,618.5,294.0,62.06
0,0,0.0,12.2,5.0,3.29,0,527.2,328.0,59.00000000000001
0,0,0.0,7.0,5.0,1.89,1,446.59999999999997,307.0,42.699999999999996
0,0,0.0,7.2,2.0,1.94,0,618.5,335.0,63.33
0,0,0.0,11.9,1.0,3.21,0,615.2,228.0,61.67
0,0,0.0,11.2,5.0,3.02,1,433.0,284.0,39.04
0,0,0.0,12.0,7.0,3.24,2,551.1,233.0,45.13
0,1,24.0,11.6,3.0,3.13,1,462.5,329.0,42.56
0,0,0.0,6.4,2.0,1.73,1,610.7,306.0,55.29
0,0,0.0,12.1,4.0,3.27,3,528.2,281.0,56.919999999999995
0,0,0.0,9.7,3.0,2.62,2,553.5,256.0,56.4
0,0,0.0,10.1,3.0,2.73,3,522.3,291.0,50.989999999999995
0,0,0.0,8.9,1.0,2.4,2,548.8000000000001,314.0,45.08
0,0,0.0,10.7,8.0,2.89,3,582.4,215.0,56.14
0,0,0.0,8.7,4.0,2.35,1,559.9,282.0,53.99999999999999
0,0,0.0,10.0,2.0,2.7,1,661.7,310.0,67.19
0,0,0.0,10.9,3.0,2.94,3,503.3,310.0,46.519999999999996
0,0,0.0,7.3,2.0,1.97,1,569.6,318.0,56.33
0,0,0.0,15.5,4.0,4.19,1,536.7,232.0,57.52
0,0,0.0,12.9,6.0,3.48,0,659.3999999999999,282.0,68.50999999999999
0,0,0.0,11.1,3.0,3.0,1,506.09999999999997,289.0,44.09
0,0,0.0,11.3,5.0,3.05,2,580.0,299.0,67.06
0,0,0.0,9.7,5.0,2.62,1,612.9,260.5,61.120000000000005
0,0,0.0,12.4,9.0,3.35,2,573.9000000000001,286.0,55.169999999999995
0,1,40.0,12.8,4.0,3.46,1,685.3,341.0,56.73
0,0,0.0,17.25,4.0,4.65,0,490.8,315.0,48.49
0,0,0.0,8.3,5.0,2.24,1,512.5125,282.5,59.136250000000004
0,0,0.0,5.8,10.0,1.57,3,487.3,314.0,45.61
0,0,0.0,7.6,7.0,2.05,1,577.6,270.0,63.21
0,0,0.0,12.5,3.0,3.38,0,603.8,312.0,60.64
